,Time,Source,Destination,Protocol,Length
249,41.009397,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
250,41.009397,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
251,41.009397,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
252,41.009397,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,510
253,41.009397,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,992
254,41.009554,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
255,41.014718,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TLSv1.3,148
256,41.015148,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TLSv1.3,166
257,41.015464,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TLSv1.3,651
258,41.034542,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,329
259,41.034542,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,329
260,41.034542,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,182
261,41.034653,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
262,41.034933,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TLSv1.3,105
263,41.043956,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,105
264,41.052498,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,522
265,41.052537,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
266,41.055297,192.168.150.136,192.168.150.153,DNS,75
267,41.055497,192.168.150.136,192.168.150.153,DNS,75
268,41.055618,192.168.150.136,192.168.150.153,DNS,75
269,41.055849,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TLSv1.3,305
270,41.076009,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
271,41.077359,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,232
272,41.079677,192.168.150.153,192.168.150.136,DNS,103
273,41.079677,192.168.150.153,192.168.150.136,DNS,91
274,41.079677,192.168.150.153,192.168.150.136,DNS,152
275,41.07994,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TLSv1.3,311
276,41.080235,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,86
277,41.080351,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,86
278,41.103758,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
279,41.103758,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
280,41.103758,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
281,41.103758,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
282,41.103814,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
283,41.111485,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
284,41.111485,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
285,41.111485,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
286,41.111485,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
287,41.111541,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
288,41.111854,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
289,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
290,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
291,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
292,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
293,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
294,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
295,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
296,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
297,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
298,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
299,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
300,41.121681,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
301,41.121771,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
302,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
303,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
304,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
305,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
306,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
307,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
308,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
309,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
310,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
311,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
312,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
313,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
314,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
315,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
316,41.132159,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
317,41.132278,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
318,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
319,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
320,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
321,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
322,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
323,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
324,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
325,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
326,41.134768,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
327,41.134828,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
328,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
329,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
330,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
331,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
332,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
333,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
334,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
335,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
336,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
337,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
338,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
339,41.140915,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
340,41.14097,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
341,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
342,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
343,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
344,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
345,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
346,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
347,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
348,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
349,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
350,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
351,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
352,41.145899,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
353,41.145969,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
354,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
355,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
356,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
357,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
358,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
359,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
360,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
361,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
362,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
363,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
364,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
365,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
366,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
367,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
368,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
369,41.155507,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,628
370,41.155613,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,74
371,41.158017,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,86
372,41.158218,192.168.150.136,192.168.150.153,DNS,79
373,41.158327,192.168.150.136,192.168.150.153,DNS,79
374,41.158415,192.168.150.136,192.168.150.153,DNS,79
375,41.187324,192.168.150.153,192.168.150.136,DNS,291
376,41.187324,192.168.150.153,192.168.150.136,DNS,183
377,41.187324,192.168.150.153,192.168.150.136,DNS,213
378,41.188973,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,86
379,41.215733,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86
380,41.215889,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,74
381,41.217197,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,1374
382,41.217197,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TLSv1.3,535
383,41.254048,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86
384,41.254197,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
385,41.255441,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,1374
386,41.255441,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,499
387,41.259962,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86
388,41.260137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
389,41.261398,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,1374
390,41.261398,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,531
391,41.273349,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
392,41.278648,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
393,41.284059,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1374
394,41.284059,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1374
395,41.284059,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1374
396,41.284059,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,270
397,41.284231,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,74
398,41.300102,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,168
399,41.305102,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TLSv1.3,154
400,41.305495,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TLSv1.3,166
401,41.305797,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TLSv1.3,650
402,41.335532,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,361
403,41.335532,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,361
404,41.335532,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,135
405,41.335532,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,105
406,41.335666,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,74
407,41.336107,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TLSv1.3,105
408,41.338616,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,78
409,41.33878,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
410,41.340148,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,1374
411,41.340148,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,499
412,41.39499,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
413,41.45495,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
414,41.45495,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1374
415,41.45495,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1374
416,41.45495,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1374
417,41.45495,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,270
418,41.45495,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,172
419,41.455025,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
420,41.455426,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,154
421,41.455569,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,840
422,41.475698,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
423,41.486947,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
424,41.494854,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1374
425,41.494854,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1374
426,41.494854,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1374
427,41.494854,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,270
428,41.494854,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,172
429,41.494959,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
430,41.495543,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,154
431,41.495765,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,830
432,41.529439,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
433,41.529439,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,1294
434,41.529439,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
435,41.529439,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,1294
436,41.529439,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,510
437,41.529439,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,172
438,41.529625,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
439,41.530739,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,154
440,41.531173,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,837
441,41.628802,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
442,41.628802,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,377
443,41.628802,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,377
444,41.628858,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
445,41.631928,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,372
446,41.63395,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,547
447,41.63395,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,148
448,41.633997,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,74
449,41.636462,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TLSv1.3,841
450,41.636712,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TLSv1.3,305
451,41.675521,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
452,41.675521,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,377
453,41.675521,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,377
454,41.675571,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
455,41.676874,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74
456,41.676874,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,372
457,41.701285,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,377
458,41.701285,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,377
459,41.701327,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
460,41.709152,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.3,372
461,41.726225,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,74
