Unnamed: 0,Time,Source,Destination,Protocol,Length,anomaly
1,0.0,fe80::c60:a2ff:fec9:ef75,ff02::1,ICMPv6,142,1
2,1.967105,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::2005,TCP,75,1
3,1.99401,2404:6800:4002:81c::2005,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
4,3.262656,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,64:ff9b::23e3:cb27,TCP,75,1
5,3.369002,64:ff9b::23e3:cb27,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
6,6.165803,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,120,1
7,6.172463,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
8,6.172674,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
9,6.249274,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
10,8.817801,192.168.150.136,192.168.150.153,DNS,76,1
11,8.817936,192.168.150.136,192.168.150.153,DNS,76,1
12,8.81803,192.168.150.136,192.168.150.153,DNS,76,1
13,8.818262,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
14,8.818262,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
15,8.818262,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,880,-1
16,8.818326,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,262,1
17,8.8684,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
18,8.880431,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
19,8.882381,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
20,8.883687,192.168.150.153,192.168.150.136,DNS,187,1
21,8.883687,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
22,8.883687,192.168.150.153,192.168.150.136,DNS,175,1
23,8.884769,192.168.150.153,192.168.150.136,DNS,202,1
24,9.139798,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,406,1
25,9.139798,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,112,1
26,9.139908,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,74,1
27,9.232129,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,91,1
28,9.261373,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,87,1
29,9.531738,64:ff9b::8c52:721a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,100,1
30,9.532109,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,64:ff9b::8c52:721a,TLSv1.2,104,1
31,9.938908,64:ff9b::8c52:721a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,76,1
32,12.802732,192.168.150.136,192.168.150.153,DNS,80,1
33,12.802866,192.168.150.136,192.168.150.153,DNS,80,1
34,12.802959,192.168.150.136,192.168.150.153,DNS,80,1
35,12.892499,192.168.150.153,192.168.150.136,DNS,136,1
36,12.902172,192.168.150.153,192.168.150.136,DNS,124,1
37,12.902492,192.168.150.153,192.168.150.136,DNS,158,1
38,12.904939,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,1292,1
39,12.9051,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,1292,1
40,12.905215,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,1292,1
41,12.905705,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,144,1
42,12.988217,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
43,12.988217,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
44,13.010763,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,1292,1
45,13.054258,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
46,13.054258,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,368,1
47,13.054258,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,986,-1
48,13.054258,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,115,1
49,13.054258,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
50,13.054258,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
51,13.05534,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,140,1
52,13.055523,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,93,1
53,13.05606,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,1288,-1
54,13.056131,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,1053,-1
55,13.082844,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,182,1
56,13.083347,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,96,1
57,13.083477,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
58,13.099758,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,91,1
59,13.100308,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,95,1
60,13.256579,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1288,-1
61,13.256579,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,415,1
62,13.256854,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,96,1
63,13.256966,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,95,1
64,13.257185,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,126,1
65,13.257247,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,99,1
66,13.283417,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81a::200e,QUIC,96,1
67,13.305974,2404:6800:4002:81a::200e,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
68,13.450222,Intel_98:9e:73,0e:60:a2:c9:ef:75,ARP,42,-1
69,13.451176,0e:60:a2:c9:ef:75,Intel_98:9e:73,ARP,42,-1
70,13.804325,192.168.150.136,192.168.150.153,DNS,87,1
71,13.804723,192.168.150.136,192.168.150.153,DNS,87,1
72,13.805067,192.168.150.136,192.168.150.153,DNS,87,1
73,13.85172,192.168.150.153,192.168.150.136,DNS,115,1
74,13.867109,192.168.150.153,192.168.150.136,DNS,103,1
75,13.867109,192.168.150.153,192.168.150.136,DNS,112,1
76,13.870062,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,1292,1
77,13.870237,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,1292,1
78,13.870355,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,1292,1
79,13.874181,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,137,1
80,13.874723,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,634,-1
81,13.946213,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
82,13.946213,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
83,13.974049,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,1292,1
84,14.008712,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
85,14.020837,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,131,1
86,14.020939,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
87,14.020939,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,370,1
88,14.020939,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,984,-1
89,14.020999,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
90,14.022511,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,1292,1
91,14.022819,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,94,1
92,14.048334,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,182,1
93,14.048334,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,84,1
94,14.048937,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,93,1
95,14.106089,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,631,-1
96,14.106089,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,250,1
97,14.1068,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:821::2002,QUIC,97,1
98,14.126066,2404:6800:4002:821::2002,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,89,1
99,14.711202,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,141,1
100,14.729887,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,95,1
101,15.377227,157.240.239.61,192.168.150.136,SSL,124,1
102,15.381723,192.168.150.136,157.240.239.61,SSL,118,1
103,15.393052,157.240.239.61,192.168.150.136,TCP,54,1
104,17.813048,192.168.150.136,192.168.150.153,DNS,79,1
105,17.81345,192.168.150.136,192.168.150.153,DNS,79,1
106,17.813784,192.168.150.136,192.168.150.153,DNS,79,1
107,17.831084,192.168.150.153,192.168.150.136,DNS,107,1
108,17.837073,192.168.150.153,192.168.150.136,DNS,129,1
109,17.837073,192.168.150.153,192.168.150.136,DNS,95,1
110,17.840191,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1292,1
111,17.84036,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1292,1
112,17.840479,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1292,1
113,17.844708,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,143,1
114,17.949463,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
115,17.949463,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
116,17.949463,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
117,17.949463,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,370,1
118,17.949463,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,984,-1
119,17.949463,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,115,1
120,17.951337,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1292,1
121,17.951625,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,93,1
122,17.952382,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1288,-1
123,17.952504,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1292,1
124,17.952594,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,1292,1
125,17.952802,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,430,1
126,17.952899,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,176,1
127,17.975867,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
128,18.044181,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,182,1
129,18.049199,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
130,18.053933,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
131,18.068926,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
132,18.070971,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,91,1
133,18.071529,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,93,1
134,18.092772,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1288,-1
135,18.092772,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,444,-1
136,18.092772,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,96,1
137,18.093595,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,97,1
138,18.093786,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,228,1
139,18.094226,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c02::54,QUIC,93,1
140,18.11871,0e:60:a2:c9:ef:75,Intel_98:9e:73,ARP,42,-1
141,18.118725,Intel_98:9e:73,0e:60:a2:c9:ef:75,ARP,42,-1
142,18.209243,2404:6800:4003:c02::54,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
143,21.159731,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,120,1
144,21.169724,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
145,21.169935,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
146,21.192432,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
147,21.196814,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
148,22.819671,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
149,22.819671,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
150,22.819671,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,805,-1
151,22.819788,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,1025,-1
152,22.87881,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
153,22.893425,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
154,22.893425,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
155,23.13906,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,369,1
156,23.179827,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,74,1
157,29.716168,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,91,1
158,29.759681,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,87,1
159,35.200071,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,141,1
160,35.200071,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,85,1
161,35.211016,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,95,1
162,35.217841,192.168.150.136,192.168.150.153,DNS,91,1
163,35.217979,192.168.150.136,192.168.150.153,DNS,91,1
164,35.218077,192.168.150.136,192.168.150.153,DNS,91,1
165,35.222514,192.168.150.153,192.168.150.136,DNS,119,1
166,35.222514,192.168.150.153,192.168.150.136,DNS,107,1
167,35.235019,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,1292,1
168,35.23508,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,1292,1
169,35.23644,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,139,1
170,35.236639,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,592,-1
171,35.26043,192.168.150.153,192.168.150.136,DNS,141,1
172,35.308918,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
173,35.378153,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
174,35.378153,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,368,1
175,35.378153,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,986,-1
176,35.378153,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,137,1
177,35.378153,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
178,35.379796,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,1292,1
179,35.38009,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,93,1
180,35.407125,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,94,1
181,35.447451,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,182,1
182,35.459772,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,84,1
183,35.460074,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,93,1
184,35.601601,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,261,1
185,35.601601,2404:6800:4002:81c::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,83,1
186,35.602282,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::200a,QUIC,97,1
