Unnamed: 0,Time,Source,Destination,Protocol,Length,anomaly
522,51.219848,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,120,1
523,51.235913,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
524,51.236063,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
525,51.273437,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
526,51.278334,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
527,53.809648,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
528,53.809648,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
529,53.809648,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
530,53.809648,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
531,53.809648,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,1374,1
532,53.809648,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,1140,-1
533,53.809794,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,294,1
534,53.882656,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
535,53.91258,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
536,53.92223,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
537,53.937157,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
538,53.962359,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
539,53.967227,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
540,53.972142,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
541,54.22348,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,257,1
542,54.265791,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TCP,74,1
543,54.944683,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,64:ff9b::8c52:721a,TCP,75,1
544,55.331271,64:ff9b::8c52:721a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
545,55.436714,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,140,1
546,55.451918,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,95,1
547,55.972067,192.168.150.136,192.168.150.153,DNS,89,1
548,55.972472,192.168.150.136,192.168.150.153,DNS,89,1
549,55.972809,192.168.150.136,192.168.150.153,DNS,89,1
550,55.974888,192.168.150.153,192.168.150.136,DNS,117,1
551,55.982121,192.168.150.153,192.168.150.136,DNS,105,1
552,55.992562,192.168.150.153,192.168.150.136,DNS,146,1
553,55.995468,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
554,55.99564,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
555,55.995753,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
556,55.999481,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,140,1
557,56.081544,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
558,56.088165,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
559,56.088165,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
560,56.112857,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
561,56.151372,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
562,56.151372,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,374,1
563,56.151372,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,980,-1
564,56.151372,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,139,1
565,56.151372,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
566,56.152894,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
567,56.153166,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,93,1
568,56.153809,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1288,-1
569,56.153917,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
570,56.154014,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
571,56.154117,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
572,56.154218,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
573,56.154319,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
574,56.159901,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
575,56.160151,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
576,56.160293,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
577,56.160457,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
578,56.160575,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
579,56.160689,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
580,56.175571,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
581,56.175646,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
582,56.175685,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
583,56.175713,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
584,56.175743,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
585,56.175771,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
586,56.175802,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
587,56.175838,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
588,56.17588,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
589,56.175921,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
590,56.175957,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
591,56.176035,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
592,56.176123,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
593,56.17619,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
594,56.19126,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,1292,1
595,56.191339,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,279,1
596,56.207964,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,182,1
597,56.216026,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,91,1
598,56.216361,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,93,1
599,56.227552,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
600,56.233635,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
601,56.253836,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
602,56.263275,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
603,56.277945,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
604,56.292825,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
605,56.313042,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
606,56.31883,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,190,1
607,56.319092,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,95,1
608,56.323237,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
609,56.333246,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
610,56.346038,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
611,56.366403,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
612,56.368211,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
613,56.385088,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
614,56.393018,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
615,56.604035,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,91,1
616,56.626647,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,268,1
617,56.62878,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,296,1
618,56.629205,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:820::2003,QUIC,97,1
619,56.673296,2404:6800:4002:820::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
620,60.95207,Intel_98:9e:73,0e:60:a2:c9:ef:75,ARP,42,-1
621,60.960797,0e:60:a2:c9:ef:75,Intel_98:9e:73,ARP,42,-1
622,61.779957,2404:6800:4002:81c::2005,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,147,1
623,61.780299,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::2005,TCP,74,1
624,61.815653,2404:6800:4002:81c::2005,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
625,61.815749,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:81c::2005,TCP,74,1
626,66.259264,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,120,1
627,66.263107,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
628,66.263312,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
629,66.290105,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
630,66.295023,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
631,67.016,fe80::c60:a2ff:fec9:ef75,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,ICMPv6,86,1
632,67.016087,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,fe80::c60:a2ff:fec9:ef75,ICMPv6,86,1
633,69.620894,64:ff9b::8c52:721a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,100,1
634,69.621237,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,64:ff9b::8c52:721a,TLSv1.2,104,1
635,69.939292,64:ff9b::8c52:721a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,76,1
636,70.446751,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,91,1
637,70.52641,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,91,1
638,70.548942,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,87,1
639,70.563038,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,88,1
640,73.814295,192.168.150.136,192.168.150.153,DNS,75,1
641,73.814425,192.168.150.136,192.168.150.153,DNS,75,1
642,73.814513,192.168.150.136,192.168.150.153,DNS,75,1
643,73.816277,192.168.150.153,192.168.150.136,DNS,103,1
644,73.85206,192.168.150.153,192.168.150.136,DNS,91,1
645,73.857758,192.168.150.153,192.168.150.136,DNS,132,1
646,73.858956,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,1292,1
647,73.859043,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,1292,1
648,73.859083,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,1292,1
649,73.860566,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,139,1
650,73.860769,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,857,-1
651,73.908159,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
652,73.908159,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
653,73.932922,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,1292,1
654,73.962973,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
655,73.976947,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,1292,1
656,73.976947,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,357,1
657,73.976947,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,997,-1
658,73.976947,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,94,1
659,73.976947,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,86,1
660,73.976947,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,84,1
661,73.978637,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,1292,1
662,73.97894,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,93,1
663,73.97925,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,93,1
664,74.008275,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,182,1
665,74.043859,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,94,1
666,74.044952,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,594,-1
667,74.044952,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,84,1
668,74.045597,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:82e::2003,QUIC,97,1
669,74.064665,2404:6800:4002:82e::2003,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,QUIC,87,1
670,75.799969,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,141,1
671,75.806119,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,95,1
672,78.950217,0e:60:a2:c9:ef:75,Intel_98:9e:73,ARP,42,-1
673,78.950244,Intel_98:9e:73,0e:60:a2:c9:ef:75,ARP,42,-1
674,79.791295,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2603:1040:a06:6::1,TCP,75,1
675,79.838162,2603:1040:a06:6::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
676,80.602911,192.168.150.136,239.255.255.250,SSDP,217,1
677,81.160442,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TLSv1.2,120,1
678,81.175454,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
679,81.175554,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2620:1ec:21::14,TLSv1.2,116,1
680,81.19885,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
681,81.203279,2620:1ec:21::14,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
682,81.618122,192.168.150.136,239.255.255.250,SSDP,217,1
683,82.628031,192.168.150.136,239.255.255.250,SSDP,217,1
684,83.221233,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4003:c0f::bc,TCP,75,1
685,83.327907,2404:6800:4003:c0f::bc,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
686,83.629627,192.168.150.136,239.255.255.250,SSDP,217,1
687,84.463835,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,64:ff9b::3457:7a77,TCP,75,1
688,84.819928,64:ff9b::3457:7a77,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
689,86.160391,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2606:2800:247:b713:6f8:1d37:ecd5:e137,TCP,75,1
690,86.195178,2606:2800:247:b713:6f8:1d37:ecd5:e137,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
691,86.980299,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2405:200:1604::312c:5f8f,TCP,75,1
692,87.035743,2405:200:1604::312c:5f8f,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,86,1
693,87.688562,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,75,1
694,87.720207,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,75,1
695,87.885219,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
696,87.898566,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
697,88.226995,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2607:f740:e619::1,TCP,75,1
698,88.43667,2607:f740:e619::1,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,TCP,74,1
699,90.813459,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,2404:6800:4002:815::200a,UDP,91,1
700,90.8582,2404:6800:4002:815::200a,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,UDP,87,1
701,93.173373,fe80::c60:a2ff:fec9:ef75,2409:40d0:3c:1240:8ce1:e08e:e26c:e093,ICMPv6,86,1
